source target weight
"face with monocle" "thinking face" 1
"face with open mouth" "backhand index pointing right" 1
"face with open mouth" bank 1
"face with open mouth" "clapping hands" 2
"face with open mouth" "clapping hands medium-dark skin tone" 1
"face with open mouth" "flushed face" 1
"face with open mouth" "folded hands medium skin tone" 1
"face with open mouth" "grinning face" 1
"face with open mouth" "hushed face" 1
"face with open mouth" pistol 1
"face with open mouth" "red heart" 1
"face with open mouth" "regional indicator symbol letter i" 1
"face with open mouth" "smiling face with heart-eyes" 3
"face with open mouth" "smiling face with smiling eyes" 3
"face with open mouth" sparkles 2
"face with open mouth" star-struck 1
"face with raised eyebrow" "backhand index pointing down" 1
"face with raised eyebrow" "blue circle" 1
"face with raised eyebrow" "face with tears of joy" 1
"face with raised eyebrow" genie 1
"face with raised eyebrow" giraffe 1
"face with raised eyebrow" "movie camera" 1
"face with raised eyebrow" "person running medium-dark skin tone" 1
"face with raised eyebrow" rose 1
"face with rolling eyes" "artist palette" 1
"face with rolling eyes" cancer 1
"face with rolling eyes" "exploding head" 1
"face with rolling eyes" "face blowing a kiss" 1
"face with rolling eyes" "face with monocle" 1
"face with rolling eyes" "face with tears of joy" 3
"face with rolling eyes" "grinning face with big eyes" 1
"face with rolling eyes" "grinning face with sweat" 1
"face with rolling eyes" "loudly crying face" 1
"face with rolling eyes" "money bag" 3
"face with rolling eyes" "nerd face" 1
"face with rolling eyes" "neutral face" 1
"face with rolling eyes" "person shrugging" 1
"face with rolling eyes" "pleading face" 1
"face with rolling eyes" "purple heart" 1
"face with rolling eyes" "raised hand medium skin tone" 1
"face with rolling eyes" "raising hands medium skin tone" 1
"face with rolling eyes" "red heart" 2
"face with rolling eyes" "rolling on the floor laughing" 2
"face with rolling eyes" "sleeping face" 1
"face with rolling eyes" "smiling face with horns" 1
"face with rolling eyes" "sweat droplets" 1
"face with rolling eyes" "unamused face" 3
"face with rolling eyes" "woman facepalming medium-light skin tone" 1
"face with rolling eyes" "woman tipping hand medium-light skin tone" 1
"face with rolling eyes" "woozy face" 2
"face with rolling eyes" "yawning face" 1
"face with steam from nose" "backhand index pointing left" 1
"face with steam from nose" "beating heart" 1
"face with steam from nose" "blue heart" 2
"face with steam from nose" "camera with flash" 1
"face with steam from nose" "clapping hands light skin tone" 1
"face with steam from nose" collision 1
"face with steam from nose" elephant 1
"face with steam from nose" "face with hand over mouth" 1
"face with steam from nose" "face with symbols on mouth" 1
"face with steam from nose" "face with tears of joy" 2
"face with steam from nose" fire 1
"face with steam from nose" "folded hands" 1
"face with steam from nose" "fuel pump" 1
"face with steam from nose" grapes 1
"face with steam from nose" "growing heart" 1
"face with steam from nose" handshake 1
"face with steam from nose" "heart suit" 1
"face with steam from nose" herb 1
"face with steam from nose" "hot face" 1
"face with steam from nose" houses 1
"face with steam from nose" "hundred points" 1
"face with steam from nose" "litter in bin sign" 1
"face with steam from nose" "loudly crying face" 1
"face with steam from nose" "ok hand" 4
"face with steam from nose" "oncoming fist medium-dark skin tone" 1
"face with steam from nose" "pensive face" 1
"face with steam from nose" "pleading face" 2
"face with steam from nose" "pouting face" 2
"face with steam from nose" "raised back of hand" 2
"face with steam from nose" "raised fist" 3
"face with steam from nose" "raised fist medium-light skin tone" 1
"face with steam from nose" "raised hand" 1
"face with steam from nose" rat 2
"face with steam from nose" "red heart" 5
"face with steam from nose" "relieved face" 1
"face with steam from nose" skull 1
"face with steam from nose" "smiling face with 3 hearts" 1
"face with steam from nose" "smiling face with heart-eyes" 2
"face with steam from nose" "sneezing face" 1
"face with steam from nose" sparkles 1
"face with steam from nose" "sparkling heart" 5
"face with steam from nose" "sweat droplets" 1
"face with steam from nose" "thumbs up" 2
"face with steam from nose" "two hearts" 5
"face with steam from nose" warning 1
"face with steam from nose" "weary face" 1
"face with steam from nose" "woozy face" 1
"face with symbols on mouth" "face with steam from nose" 1
"face with symbols on mouth" fire 1
"face with symbols on mouth" "hot face" 2
"face with symbols on mouth" "middle finger" 1
"face with symbols on mouth" "open book" 1
"face with symbols on mouth" "pleading face" 1
"face with symbols on mouth" "sparkling heart" 1
"face with symbols on mouth" "unamused face" 1
"face with symbols on mouth" "woman facepalming medium-dark skin tone" 1
"face with tears of joy" "anguished face" 2
"face with tears of joy" "artist palette" 2
"face with tears of joy" "backhand index pointing down" 2
"face with tears of joy" "backhand index pointing down medium-light skin tone" 1
"face with tears of joy" "beaming face with smiling eyes" 4
"face with tears of joy" "blue heart" 10
"face with tears of joy" "broken heart" 3
"face with tears of joy" "call me hand" 1
"face with tears of joy" "call me hand light skin tone" 1
"face with tears of joy" "clapping hands" 2
"face with tears of joy" "clapping hands light skin tone" 2
"face with tears of joy" "cold face" 1
"face with tears of joy" collision 2
"face with tears of joy" "cowboy hat face" 1
"face with tears of joy" crown 1
"face with tears of joy" "downcast face with sweat" 1
"face with tears of joy" "exploding head" 1
"face with tears of joy" eyes 5
"face with tears of joy" "face blowing a kiss" 3
"face with tears of joy" "face savoring food" 1
"face with tears of joy" "face with hand over mouth" 3
"face with tears of joy" "face with raised eyebrow" 1
"face with tears of joy" "face with steam from nose" 1
"face with tears of joy" "face with symbols on mouth" 1
"face with tears of joy" "face with tongue" 1
"face with tears of joy" fire 2
"face with tears of joy" "flexed biceps" 1
"face with tears of joy" "flexed biceps medium skin tone" 1
"face with tears of joy" "folded hands" 3
"face with tears of joy" "folded hands light skin tone" 1
"face with tears of joy" "folded hands medium-dark skin tone" 1
"face with tears of joy" "folded hands medium skin tone" 1
"face with tears of joy" "framed picture" 1
"face with tears of joy" ghost 1
"face with tears of joy" "green heart" 1
"face with tears of joy" "grimacing face" 3
"face with tears of joy" "grinning face" 1
"face with tears of joy" "grinning face with big eyes" 4
"face with tears of joy" "grinning face with smiling eyes" 3
"face with tears of joy" "grinning face with sweat" 12
"face with tears of joy" "grinning squinting face" 6
"face with tears of joy" "heart suit" 6
"face with tears of joy" "heart with arrow" 1
"face with tears of joy" "heavy heart exclamation" 1
"face with tears of joy" "high voltage" 2
"face with tears of joy" honeybee 1
"face with tears of joy" "hugging face" 3
"face with tears of joy" "hundred points" 3
"face with tears of joy" "kiss mark" 1
"face with tears of joy" "kissing face with smiling eyes" 1
"face with tears of joy" "litter in bin sign" 1
"face with tears of joy" locked 1
"face with tears of joy" "loudly crying face" 43
"face with tears of joy" "man facepalming" 2
"face with tears of joy" "man facepalming medium-dark skin tone" 3
"face with tears of joy" "man shrugging light skin tone" 2
"face with tears of joy" "man shrugging medium skin tone" 2
"face with tears of joy" "middle finger" 1
"face with tears of joy" "middle finger light skin tone" 1
"face with tears of joy" "middle finger medium-dark skin tone" 1
"face with tears of joy" "mobile phone" 3
"face with tears of joy" mouse 1
"face with tears of joy" "new moon face" 1
"face with tears of joy" "nine o’clock" 1
"face with tears of joy" "ok hand" 6
"face with tears of joy" "ok hand dark skin tone" 1
"face with tears of joy" "ok hand light skin tone" 2
"face with tears of joy" "ok hand medium-dark skin tone" 2
"face with tears of joy" "ok hand medium-light skin tone" 1
"face with tears of joy" paintbrush 1
"face with tears of joy" "person facepalming" 1
"face with tears of joy" "person walking" 1
"face with tears of joy" "pleading face" 6
"face with tears of joy" "pouting face" 1
"face with tears of joy" "purple heart" 12
"face with tears of joy" "raised back of hand medium skin tone" 1
"face with tears of joy" "raising hands" 3
"face with tears of joy" "raising hands light skin tone" 1
"face with tears of joy" "raising hands medium-dark skin tone" 1
"face with tears of joy" "red heart" 20
"face with tears of joy" "regional indicator symbol letter d" 1
"face with tears of joy" "relieved face" 2
"face with tears of joy" "revolving hearts" 4
"face with tears of joy" "rolling on the floor laughing" 55
"face with tears of joy" rose 1
"face with tears of joy" "running shoe" 1
"face with tears of joy" "sad but relieved face" 1
"face with tears of joy" "see-no-evil monkey" 3
"face with tears of joy" skull 9
"face with tears of joy" "skull and crossbones" 3
"face with tears of joy" "sleepy face" 1
"face with tears of joy" "slightly smiling face" 1
"face with tears of joy" "small blue diamond" 2
"face with tears of joy" "smiling face" 6
"face with tears of joy" "smiling face with 3 hearts" 2
"face with tears of joy" "smiling face with heart-eyes" 10
"face with tears of joy" "smiling face with smiling eyes" 7
"face with tears of joy" "smiling face with sunglasses" 2
"face with tears of joy" sparkles 1
"face with tears of joy" "sparkling heart" 6
"face with tears of joy" "speaking head" 1
"face with tears of joy" "squinting face with tongue" 3
"face with tears of joy" star-struck 3
"face with tears of joy" "sweat droplets" 3
"face with tears of joy" "thinking face" 2
"face with tears of joy" "thumbs up" 6
"face with tears of joy" "thumbs up light skin tone" 1
"face with tears of joy" "tired face" 1
"face with tears of joy" tongue 1
"face with tears of joy" trolleybus 1
"face with tears of joy" "two hearts" 8
"face with tears of joy" "upside-down face" 1
"face with tears of joy" "victory hand" 1
"face with tears of joy" "victory hand light skin tone" 1
"face with tears of joy" "victory hand medium-light skin tone" 1
"face with tears of joy" "vulcan salute light skin tone" 1
"face with tears of joy" "weary face" 2
"face with tears of joy" "winking face" 2
"face with tears of joy" "winking face with tongue" 2
"face with tears of joy" "woman artist medium-light skin tone" 1
"face with tears of joy" "woman dancing" 1
"face with tears of joy" "woman facepalming" 3
"face with tears of joy" "woman facepalming medium-dark skin tone" 1
"face with tears of joy" "woman fairy" 1
"face with tears of joy" "woman gesturing ok medium skin tone" 1
"face with tears of joy" "woman shrugging medium-light skin tone" 1
"face with tears of joy" "woman shrugging medium skin tone" 2
"face with tears of joy" "woozy face" 2
"face with tears of joy" "yellow heart" 2
"face with tears of joy" "zany face" 1
"face with thermometer" "broken heart" 2
"face with thermometer" "man gesturing ok medium-light skin tone" 1
"face with thermometer" "shushing face" 1
"face with tongue" "confetti ball" 1
"face with tongue" crab 1
"face with tongue" crown 1
"face with tongue" "face with tears of joy" 1
"face with tongue" fire 1
"face with tongue" "hundred points" 1
"face with tongue" "red heart" 1
"face with tongue" "slightly smiling face" 1
"face with tongue" "smiling face with halo" 2
"face with tongue" "smiling face with sunglasses" 1
"face with tongue" "thinking face" 1
"face with tongue" "winking face with tongue" 1
"face without mouth" "clapping hands" 1
"face without mouth" "grimacing face" 1
"face without mouth" "nerd face" 1
"face without mouth" "neutral face" 1
"face without mouth" "recycling symbol" 1
"face without mouth" "smiling face with sunglasses" 1
"face without mouth" sparkles 1
"face without mouth" "thinking face" 1
"face without mouth" "winking face" 1
fairy "u200d:female sign" 1
"fallen leaf" alembic 1
"fallen leaf" "artist palette" 1
"fallen leaf" "black heart" 1
"fallen leaf" butterfly 1
"fallen leaf" "call me hand medium-light skin tone" 1
"fallen leaf" "cloud with rain" 1
"fallen leaf" dizzy 4
"fallen leaf" "evergreen tree" 1
"fallen leaf" fire 2
"fallen leaf" fireworks 1
"fallen leaf" "four leaf clover" 1
"fallen leaf" "full moon face" 1
"fallen leaf" hedgehog 2
"fallen leaf" herb 1
"fallen leaf" jack-o-lantern 1
"fallen leaf" "leaf fluttering in wind" 5
"fallen leaf" "maple leaf" 19
"fallen leaf" mushroom 2
"fallen leaf" "orange heart" 1
"fallen leaf" "red heart" 3
"fallen leaf" "small blue diamond" 2
"fallen leaf" snowflake 2
"fallen leaf" sparkles 4
"fallen leaf" turkey 1
"fallen leaf" "white medium star" 1
"fallen leaf" "wilted flower" 1
"fallen leaf" "yellow heart" 1
family moai 1
family "red heart" 1
"family man woman girl boy" "backhand index pointing right" 1
"family woman girl" "artist palette" 1
"family woman woman boy boy" "face with tears of joy" 1
"fast-forward button" "fast reverse button" 1
"fast down button" "downwards button" 3
"fast down button" "thumbs up" 1
"fearful face" "face with open mouth" 1
"fearful face" "flushed face" 1
"fearful face" "grinning face with smiling eyes" 1
"fearful face" "growing heart" 1
"female sign" "male sign" 1
"female sign" seedling 1
"female sign" sparkles 1
"ferris wheel" battery 1
"ferris wheel" "musical notes" 1
"file cabinet" "pleading face" 1
"file cabinet" "smiling face with smiling eyes" 1
"file folder" briefcase 1
"film frames" "artist palette" 1
"film frames" coffin 1
"film frames" "open book" 1
"film projector" "artist palette" 2
"film projector" "backhand index pointing down" 2
"film projector" cinema 1
"film projector" "face with open mouth" 1
"film projector" "movie camera" 1
"film projector" "thumbs up" 1
"film projector" "wrapped gift" 1
fire "admission tickets" 2
fire airplane 1
fire alien 2
fire "anxious face with sweat" 1
fire "artist palette" 13
fire "backhand index pointing down" 1
fire "backhand index pointing down medium-dark skin tone" 1
fire "backhand index pointing right" 2
fire "backhand index pointing right light skin tone" 1
fire "ballot box with ballot" 2
fire "ballot box with check" 1
fire "barber pole" 1
fire baseball 1
fire "beaming face with smiling eyes" 1
fire "bellhop bell" 2
fire bird 1
fire "black circle" 2
fire "black heart" 4
fire "blue heart" 1
fire bouquet 1
fire brain 1
fire cactus 1
fire camera 3
fire "camera with flash" 3
fire "chart increasing" 1
fire "chequered flag" 1
fire "cherry blossom" 1
fire church 4
fire "cityscape at dusk" 1
fire "clapper board" 1
fire "clapping hands" 2
fire "clapping hands light skin tone" 1
fire "clapping hands medium-dark skin tone" 2
fire "clapping hands medium skin tone" 1
fire coffin 1
fire "cold face" 1
fire collision 8
fire comet 3
fire construction 1
fire copyright 1
fire "crossed swords" 1
fire crown 2
fire "crystal ball" 1
fire "dashing away" 2
fire "deciduous tree" 1
fire "derelict house" 1
fire "diamond suit" 3
fire dizzy 3
fire "double exclamation mark" 6
fire dragon 1
fire "drooling face" 2
fire dvd 9
fire e-mail 2
